[i] n=25000 bank=33338.1840 sel=4465 k_free=400 block_time=45.0s seed=31
[r22040] best=33338.1840 gains=0 vars~513 t=571s status=OPTIMAL obj_int=3000257
[r22050] best=33338.1840 gains=0 vars~521 t=571s status=OPTIMAL obj_int=3045960
[r22060] best=33338.1840 gains=0 vars~531 t=571s status=OPTIMAL obj_int=2979516
[r22070] best=33338.1840 gains=0 vars~520 t=571s status=OPTIMAL obj_int=2921636
[r22080] best=33338.1840 gains=0 vars~529 t=572s status=OPTIMAL obj_int=2977263
[r22090] best=33338.1840 gains=0 vars~518 t=572s status=OPTIMAL obj_int=2943360
[r22100] best=33338.1840 gains=0 vars~522 t=572s status=OPTIMAL obj_int=3050485
[r22110] best=33338.1840 gains=0 vars~526 t=572s status=OPTIMAL obj_int=2990960
[r22120] best=33338.1840 gains=0 vars~522 t=573s status=OPTIMAL obj_int=2989983
[r22130] best=33338.1840 gains=0 vars~520 t=573s status=OPTIMAL obj_int=2967771
[r22140] best=33338.1840 gains=0 vars~522 t=573s status=OPTIMAL obj_int=3001215
[r22150] best=33338.1840 gains=0 vars~515 t=573s status=OPTIMAL obj_int=3050188
[r22160] best=33338.1840 gains=0 vars~527 t=574s status=OPTIMAL obj_int=2991070
[r22170] best=33338.1840 gains=0 vars~524 t=574s status=OPTIMAL obj_int=3007346
[r22180] best=33338.1840 gains=0 vars~531 t=574s status=OPTIMAL obj_int=2933210
[r22190] best=33338.1840 gains=0 vars~529 t=574s status=OPTIMAL obj_int=2957050
[r22200] best=33338.1840 gains=0 vars~542 t=575s status=OPTIMAL obj_int=3017870
[r22210] best=33338.1840 gains=0 vars~523 t=575s status=OPTIMAL obj_int=3042058
[r22220] best=33338.1840 gains=0 vars~506 t=575s status=OPTIMAL obj_int=2897246
[r22230] best=33338.1840 gains=0 vars~517 t=575s status=OPTIMAL obj_int=2966893
[r22240] best=33338.1840 gains=0 vars~541 t=576s status=OPTIMAL obj_int=2925280
[r22250] best=33338.1840 gains=0 vars~513 t=576s status=OPTIMAL obj_int=2992824
[r22260] best=33338.1840 gains=0 vars~511 t=576s status=OPTIMAL obj_int=3004272
[r22270] best=33338.1840 gains=0 vars~532 t=576s status=OPTIMAL obj_int=2989779
[r22280] best=33338.1840 gains=0 vars~524 t=577s status=OPTIMAL obj_int=2960514
[r22290] best=33338.1840 gains=0 vars~532 t=577s status=OPTIMAL obj_int=2947348
[r22300] best=33338.1840 gains=0 vars~553 t=577s status=OPTIMAL obj_int=2956185
[r22310] best=33338.1840 gains=0 vars~535 t=577s status=OPTIMAL obj_int=3043258
[r22320] best=33338.1840 gains=0 vars~524 t=578s status=OPTIMAL obj_int=3033219
[r22330] best=33338.1840 gains=0 vars~519 t=578s status=OPTIMAL obj_int=2968613
[r22340] best=33338.1840 gains=0 vars~535 t=578s status=OPTIMAL obj_int=3053568
[r22350] best=33338.1840 gains=0 vars~499 t=578s status=OPTIMAL obj_int=2999929
[r22360] best=33338.1840 gains=0 vars~532 t=578s status=OPTIMAL obj_int=2975812
[r22370] best=33338.1840 gains=0 vars~517 t=579s status=OPTIMAL obj_int=3011936
[r22380] best=33338.1840 gains=0 vars~527 t=579s status=OPTIMAL obj_int=2958788
[r22390] best=33338.1840 gains=0 vars~538 t=579s status=OPTIMAL obj_int=2957265
[r22400] best=33338.1840 gains=0 vars~531 t=579s status=OPTIMAL obj_int=2958194
[r22410] best=33338.1840 gains=0 vars~505 t=580s status=OPTIMAL obj_int=2983702
[r22420] best=33338.1840 gains=0 vars~522 t=580s status=OPTIMAL obj_int=3000238
[r22430] best=33338.1840 gains=0 vars~541 t=580s status=OPTIMAL obj_int=3005905
[r22440] best=33338.1840 gains=0 vars~529 t=580s status=OPTIMAL obj_int=2997559
[r22450] best=33338.1840 gains=0 vars~526 t=581s status=OPTIMAL obj_int=2994376
[r22460] best=33338.1840 gains=0 vars~543 t=581s status=OPTIMAL obj_int=3017421
[r22470] best=33338.1840 gains=0 vars~519 t=581s status=OPTIMAL obj_int=2943457
[r22480] best=33338.1840 gains=0 vars~526 t=581s status=OPTIMAL obj_int=3017375
[r22490] best=33338.1840 gains=0 vars~538 t=582s status=OPTIMAL obj_int=3009524
[r22500] best=33338.1840 gains=0 vars~528 t=582s status=OPTIMAL obj_int=3005035
[r22510] best=33338.1840 gains=0 vars~525 t=582s status=OPTIMAL obj_int=2989877
[r22520] best=33338.1840 gains=0 vars~523 t=582s status=OPTIMAL obj_int=3031425
[r22530] best=33338.1840 gains=0 vars~548 t=583s status=OPTIMAL obj_int=2963315
[r22540] best=33338.1840 gains=0 vars~549 t=583s status=OPTIMAL obj_int=2952639
[r22550] best=33338.1840 gains=0 vars~527 t=583s status=OPTIMAL obj_int=3056536
[r22560] best=33338.1840 gains=0 vars~534 t=583s status=OPTIMAL obj_int=3028057
[r22570] best=33338.1840 gains=0 vars~518 t=584s status=OPTIMAL obj_int=2934371
[r22580] best=33338.1840 gains=0 vars~520 t=584s status=OPTIMAL obj_int=2972115
[r22590] best=33338.1840 gains=0 vars~522 t=584s status=OPTIMAL obj_int=2977271
[r22600] best=33338.1840 gains=0 vars~523 t=584s status=OPTIMAL obj_int=3009036
[r22610] best=33338.1840 gains=0 vars~541 t=585s status=OPTIMAL obj_int=2977287
[r22620] best=33338.1840 gains=0 vars~525 t=585s status=OPTIMAL obj_int=2945856
[r22630] best=33338.1840 gains=0 vars~520 t=585s status=OPTIMAL obj_int=3022084
[r22640] best=33338.1840 gains=0 vars~513 t=585s status=OPTIMAL obj_int=3007438
[r22650] best=33338.1840 gains=0 vars~517 t=586s status=OPTIMAL obj_int=2949178
[r22660] best=33338.1840 gains=0 vars~535 t=586s status=OPTIMAL obj_int=2964344
[r22670] best=33338.1840 gains=0 vars~553 t=586s status=OPTIMAL obj_int=3054416
[r22680] best=33338.1840 gains=0 vars~521 t=586s status=OPTIMAL obj_int=3029087
[r22690] best=33338.1840 gains=0 vars~526 t=587s status=OPTIMAL obj_int=3012559
[r22700] best=33338.1840 gains=0 vars~520 t=587s status=OPTIMAL obj_int=2980183
[r22710] best=33338.1840 gains=0 vars~541 t=587s status=OPTIMAL obj_int=2964016
[r22720] best=33338.1840 gains=0 vars~529 t=587s status=OPTIMAL obj_int=2982658
[r22730] best=33338.1840 gains=0 vars~518 t=588s status=OPTIMAL obj_int=3031444
[r22740] best=33338.1840 gains=0 vars~517 t=588s status=OPTIMAL obj_int=2945056
[r22750] best=33338.1840 gains=0 vars~528 t=588s status=OPTIMAL obj_int=2946762
[r22760] best=33338.1840 gains=0 vars~523 t=588s status=OPTIMAL obj_int=3012197
[r22770] best=33338.1840 gains=0 vars~540 t=589s status=OPTIMAL obj_int=2980614
[r22780] best=33338.1840 gains=0 vars~526 t=589s status=OPTIMAL obj_int=2980449
[r22790] best=33338.1840 gains=0 vars~520 t=589s status=OPTIMAL obj_int=2956826
[r22800] best=33338.1840 gains=0 vars~521 t=589s status=OPTIMAL obj_int=3025788
[r22810] best=33338.1840 gains=0 vars~529 t=590s status=OPTIMAL obj_int=2988283
[r22820] best=33338.1840 gains=0 vars~525 t=590s status=OPTIMAL obj_int=2925029
[r22830] best=33338.1840 gains=0 vars~512 t=590s status=OPTIMAL obj_int=2964240
[r22840] best=33338.1840 gains=0 vars~528 t=590s status=OPTIMAL obj_int=2896148
[r22850] best=33338.1840 gains=0 vars~530 t=591s status=OPTIMAL obj_int=3012350
[r22860] best=33338.1840 gains=0 vars~521 t=591s status=OPTIMAL obj_int=2962274
[r22870] best=33338.1840 gains=0 vars~525 t=591s status=OPTIMAL obj_int=2945428
[r22880] best=33338.1840 gains=0 vars~540 t=591s status=OPTIMAL obj_int=2978598
[r22890] best=33338.1840 gains=0 vars~536 t=591s status=OPTIMAL obj_int=3054738
[r22900] best=33338.1840 gains=0 vars~541 t=592s status=OPTIMAL obj_int=2944466
[r22910] best=33338.1840 gains=0 vars~523 t=592s status=OPTIMAL obj_int=2959358
[r22920] best=33338.1840 gains=0 vars~525 t=592s status=OPTIMAL obj_int=3019624
[r22930] best=33338.1840 gains=0 vars~522 t=592s status=OPTIMAL obj_int=2977052
[r22940] best=33338.1840 gains=0 vars~539 t=593s status=OPTIMAL obj_int=3008120
[r22950] best=33338.1840 gains=0 vars~536 t=593s status=OPTIMAL obj_int=2989365
[r22960] best=33338.1840 gains=0 vars~539 t=593s status=OPTIMAL obj_int=3022155
[r22970] best=33338.1840 gains=0 vars~507 t=593s status=OPTIMAL obj_int=2973231
[r22980] best=33338.1840 gains=0 vars~519 t=594s status=OPTIMAL obj_int=2966752
[r22990] best=33338.1840 gains=0 vars~509 t=594s status=OPTIMAL obj_int=2994561
[r23000] best=33338.1840 gains=0 vars~513 t=594s status=OPTIMAL obj_int=3007667
[r23010] best=33338.1840 gains=0 vars~527 t=594s status=OPTIMAL obj_int=2970332
[r23020] best=33338.1840 gains=0 vars~535 t=595s status=OPTIMAL obj_int=3033524
[r23030] best=33338.1840 gains=0 vars~517 t=595s status=OPTIMAL obj_int=2926321
[r23040] best=33338.1840 gains=0 vars~546 t=595s status=OPTIMAL obj_int=3000376
[r23050] best=33338.1840 gains=0 vars~515 t=595s status=OPTIMAL obj_int=2946834
[r23060] best=33338.1840 gains=0 vars~536 t=596s status=OPTIMAL obj_int=2946102
[r23070] best=33338.1840 gains=0 vars~532 t=596s status=OPTIMAL obj_int=2985534
[r23080] best=33338.1840 gains=0 vars~534 t=596s status=OPTIMAL obj_int=2987133
[r23090] best=33338.1840 gains=0 vars~554 t=596s status=OPTIMAL obj_int=2976248
[r23100] best=33338.1840 gains=0 vars~546 t=597s status=OPTIMAL obj_int=3027755
[r23110] best=33338.1840 gains=0 vars~515 t=597s status=OPTIMAL obj_int=2960144
[r23120] best=33338.1840 gains=0 vars~521 t=597s status=OPTIMAL obj_int=3040716
[r23130] best=33338.1840 gains=0 vars~521 t=597s status=OPTIMAL obj_int=2978197
[r23140] best=33338.1840 gains=0 vars~542 t=597s status=OPTIMAL obj_int=3052712
[r23150] best=33338.1840 gains=0 vars~515 t=598s status=OPTIMAL obj_int=2978240
[r23160] best=33338.1840 gains=0 vars~513 t=598s status=OPTIMAL obj_int=3037672
[r23170] best=33338.1840 gains=0 vars~507 t=598s status=OPTIMAL obj_int=2970895
[r23180] best=33338.1840 gains=0 vars~533 t=598s status=OPTIMAL obj_int=2935503
[r23190] best=33338.1840 gains=0 vars~522 t=599s status=OPTIMAL obj_int=3010085
[r23200] best=33338.1840 gains=0 vars~529 t=599s status=OPTIMAL obj_int=2955841
[r23210] best=33338.1840 gains=0 vars~512 t=599s status=OPTIMAL obj_int=3021957
[r23220] best=33338.1840 gains=0 vars~527 t=599s status=OPTIMAL obj_int=2953460
[r23230] best=33338.1840 gains=0 vars~515 t=600s status=OPTIMAL obj_int=2978365
[r23240] best=33338.1840 gains=0 vars~533 t=600s status=OPTIMAL obj_int=2992742
[r23250] best=33338.1840 gains=0 vars~525 t=600s status=OPTIMAL obj_int=2918327
[r23260] best=33338.1840 gains=0 vars~526 t=600s status=OPTIMAL obj_int=2946557
[r23270] best=33338.1840 gains=0 vars~556 t=601s status=OPTIMAL obj_int=3068044
[r23280] best=33338.1840 gains=0 vars~529 t=601s status=OPTIMAL obj_int=2998542
[r23290] best=33338.1840 gains=0 vars~542 t=601s status=OPTIMAL obj_int=3042996
[r23300] best=33338.1840 gains=0 vars~506 t=601s status=OPTIMAL obj_int=2928844
[r23310] best=33338.1840 gains=0 vars~529 t=602s status=OPTIMAL obj_int=2969867
[r23320] best=33338.1840 gains=0 vars~522 t=602s status=OPTIMAL obj_int=2975850
[r23330] best=33338.1840 gains=0 vars~522 t=602s status=OPTIMAL obj_int=3014616
[r23340] best=33338.1840 gains=0 vars~544 t=602s status=OPTIMAL obj_int=3026524
[r23350] best=33338.1840 gains=0 vars~538 t=603s status=OPTIMAL obj_int=3013885
[r23360] best=33338.1840 gains=0 vars~536 t=603s status=OPTIMAL obj_int=2965988
[r23370] best=33338.1840 gains=0 vars~535 t=603s status=OPTIMAL obj_int=3005933
[r23380] best=33338.1840 gains=0 vars~538 t=603s status=OPTIMAL obj_int=2978399
[r23390] best=33338.1840 gains=0 vars~545 t=604s status=OPTIMAL obj_int=2992068
[r23400] best=33338.1840 gains=0 vars~536 t=604s status=OPTIMAL obj_int=3006789
[r23410] best=33338.1840 gains=0 vars~514 t=604s status=OPTIMAL obj_int=3029219
[r23420] best=33338.1840 gains=0 vars~545 t=604s status=OPTIMAL obj_int=3021368
[r23430] best=33338.1840 gains=0 vars~533 t=604s status=OPTIMAL obj_int=3002973
[r23440] best=33338.1840 gains=0 vars~541 t=605s status=OPTIMAL obj_int=2989195
[r23450] best=33338.1840 gains=0 vars~524 t=605s status=OPTIMAL obj_int=2862265
[r23460] best=33338.1840 gains=0 vars~514 t=605s status=OPTIMAL obj_int=2902896
[r23470] best=33338.1840 gains=0 vars~541 t=605s status=OPTIMAL obj_int=2970273
[r23480] best=33338.1840 gains=0 vars~526 t=606s status=OPTIMAL obj_int=2909254
[r23490] best=33338.1840 gains=0 vars~524 t=606s status=OPTIMAL obj_int=2988659
[r23500] best=33338.1840 gains=0 vars~515 t=606s status=OPTIMAL obj_int=2982162
[r23510] best=33338.1840 gains=0 vars~527 t=606s status=OPTIMAL obj_int=3064494
[r23520] best=33338.1840 gains=0 vars~505 t=607s status=OPTIMAL obj_int=2975481
[r23530] best=33338.1840 gains=0 vars~515 t=607s status=OPTIMAL obj_int=2984347
[r23540] best=33338.1840 gains=0 vars~522 t=607s status=OPTIMAL obj_int=2980138
[r23550] best=33338.1840 gains=0 vars~531 t=607s status=OPTIMAL obj_int=2959500
[r23560] best=33338.1840 gains=0 vars~521 t=608s status=OPTIMAL obj_int=3010298
[r23570] best=33338.1840 gains=0 vars~520 t=608s status=OPTIMAL obj_int=2994366
[r23580] best=33338.1840 gains=0 vars~508 t=608s status=OPTIMAL obj_int=2917556
[r23590] best=33338.1840 gains=0 vars~534 t=608s status=OPTIMAL obj_int=3006465
[r23600] best=33338.1840 gains=0 vars~535 t=609s status=OPTIMAL obj_int=2953819
[r23610] best=33338.1840 gains=0 vars~516 t=609s status=OPTIMAL obj_int=3003391
[r23620] best=33338.1840 gains=0 vars~522 t=609s status=OPTIMAL obj_int=3050657
[r23630] best=33338.1840 gains=0 vars~540 t=609s status=OPTIMAL obj_int=2959358
[r23640] best=33338.1840 gains=0 vars~527 t=610s status=OPTIMAL obj_int=2982729
[r23650] best=33338.1840 gains=0 vars~525 t=610s status=OPTIMAL obj_int=3019853
[r23660] best=33338.1840 gains=0 vars~539 t=610s status=OPTIMAL obj_int=3053348
[r23670] best=33338.1840 gains=0 vars~511 t=610s status=OPTIMAL obj_int=2955476
[r23680] best=33338.1840 gains=0 vars~540 t=611s status=OPTIMAL obj_int=2912446
[r23690] best=33338.1840 gains=0 vars~545 t=611s status=OPTIMAL obj_int=2977921
[r23700] best=33338.1840 gains=0 vars~528 t=611s status=OPTIMAL obj_int=2986350
[r23710] best=33338.1840 gains=0 vars~508 t=611s status=OPTIMAL obj_int=2956594
[r23720] best=33338.1840 gains=0 vars~532 t=612s status=OPTIMAL obj_int=2982337
[r23730] best=33338.1840 gains=0 vars~520 t=612s status=OPTIMAL obj_int=3019147
[r23740] best=33338.1840 gains=0 vars~504 t=612s status=OPTIMAL obj_int=3050751
[r23750] best=33338.1840 gains=0 vars~535 t=612s status=OPTIMAL obj_int=2944697
[r23760] best=33338.1840 gains=0 vars~541 t=612s status=OPTIMAL obj_int=3000926
[r23770] best=33338.1840 gains=0 vars~514 t=613s status=OPTIMAL obj_int=2957552
[r23780] best=33338.1840 gains=0 vars~528 t=613s status=OPTIMAL obj_int=3009612
[r23790] best=33338.1840 gains=0 vars~533 t=613s status=OPTIMAL obj_int=2980024
[r23800] best=33338.1840 gains=0 vars~525 t=613s status=OPTIMAL obj_int=2982749
[r23810] best=33338.1840 gains=0 vars~533 t=614s status=OPTIMAL obj_int=2927594
[r23820] best=33338.1840 gains=0 vars~513 t=614s status=OPTIMAL obj_int=2942707
[r23830] best=33338.1840 gains=0 vars~534 t=614s status=OPTIMAL obj_int=2947375
[r23840] best=33338.1840 gains=0 vars~544 t=614s status=OPTIMAL obj_int=3090789
[r23850] best=33338.1840 gains=0 vars~550 t=615s status=OPTIMAL obj_int=3075977
[r23860] best=33338.1840 gains=0 vars~524 t=615s status=OPTIMAL obj_int=2976129
[r23870] best=33338.1840 gains=0 vars~527 t=615s status=OPTIMAL obj_int=2984284
[r23880] best=33338.1840 gains=0 vars~537 t=615s status=OPTIMAL obj_int=3001907
[r23890] best=33338.1840 gains=0 vars~525 t=616s status=OPTIMAL obj_int=3021730
[r23900] best=33338.1840 gains=0 vars~533 t=616s status=OPTIMAL obj_int=3036692
[r23910] best=33338.1840 gains=0 vars~524 t=616s status=OPTIMAL obj_int=3001185
[r23920] best=33338.1840 gains=0 vars~521 t=616s status=OPTIMAL obj_int=2986651
[r23930] best=33338.1840 gains=0 vars~519 t=617s status=OPTIMAL obj_int=2985031
[r23940] best=33338.1840 gains=0 vars~530 t=617s status=OPTIMAL obj_int=3017408
[r23950] best=33338.1840 gains=0 vars~526 t=617s status=OPTIMAL obj_int=2947884
[r23960] best=33338.1840 gains=0 vars~528 t=617s status=OPTIMAL obj_int=2999246
[r23970] best=33338.1840 gains=0 vars~529 t=618s status=OPTIMAL obj_int=3018820
[r23980] best=33338.1840 gains=0 vars~515 t=618s status=OPTIMAL obj_int=3011809
[r23990] best=33338.1840 gains=0 vars~525 t=618s status=OPTIMAL obj_int=3015518
[r24000] best=33338.1840 gains=0 vars~518 t=618s status=OPTIMAL obj_int=3030912
[r24010] best=33338.1840 gains=0 vars~539 t=619s status=OPTIMAL obj_int=2950974
[r24020] best=33338.1840 gains=0 vars~537 t=619s status=OPTIMAL obj_int=2994958
[r24030] best=33338.1840 gains=0 vars~527 t=619s status=OPTIMAL obj_int=3016225
[r24040] best=33338.1840 gains=0 vars~537 t=619s status=OPTIMAL obj_int=3034108
[r24050] best=33338.1840 gains=0 vars~537 t=620s status=OPTIMAL obj_int=2956492
[r24060] best=33338.1840 gains=0 vars~508 t=620s status=OPTIMAL obj_int=2991678
[r24070] best=33338.1840 gains=0 vars~525 t=620s status=OPTIMAL obj_int=3006766
[r24080] best=33338.1840 gains=0 vars~548 t=620s status=OPTIMAL obj_int=3007045
[r24090] best=33338.1840 gains=0 vars~524 t=621s status=OPTIMAL obj_int=2963726
[r24100] best=33338.1840 gains=0 vars~515 t=621s status=OPTIMAL obj_int=2959536
[r24110] best=33338.1840 gains=0 vars~528 t=621s status=OPTIMAL obj_int=2995080
[r24120] best=33338.1840 gains=0 vars~511 t=621s status=OPTIMAL obj_int=3025881
[r24130] best=33338.1840 gains=0 vars~534 t=622s status=OPTIMAL obj_int=3032660
[r24140] best=33338.1840 gains=0 vars~519 t=622s status=OPTIMAL obj_int=3059556
[r24150] best=33338.1840 gains=0 vars~527 t=622s status=OPTIMAL obj_int=2987234
[r24160] best=33338.1840 gains=0 vars~520 t=622s status=OPTIMAL obj_int=2966128
[r24170] best=33338.1840 gains=0 vars~525 t=622s status=OPTIMAL obj_int=3009445
[r24180] best=33338.1840 gains=0 vars~550 t=623s status=OPTIMAL obj_int=2998177
[r24190] best=33338.1840 gains=0 vars~519 t=623s status=OPTIMAL obj_int=2962520
[r24200] best=33338.1840 gains=0 vars~517 t=623s status=OPTIMAL obj_int=2978318
[r24210] best=33338.1840 gains=0 vars~525 t=623s status=OPTIMAL obj_int=2960757
[r24220] best=33338.1840 gains=0 vars~524 t=624s status=OPTIMAL obj_int=3021712
[r24230] best=33338.1840 gains=0 vars~528 t=624s status=OPTIMAL obj_int=2991904
[r24240] best=33338.1840 gains=0 vars~527 t=624s status=OPTIMAL obj_int=2927131
[r24250] best=33338.1840 gains=0 vars~540 t=624s status=OPTIMAL obj_int=2966362
[r24260] best=33338.1840 gains=0 vars~511 t=625s status=OPTIMAL obj_int=2873178
[r24270] best=33338.1840 gains=0 vars~548 t=625s status=OPTIMAL obj_int=2966114
[r24280] best=33338.1840 gains=0 vars~514 t=625s status=OPTIMAL obj_int=2969808
[r24290] best=33338.1840 gains=0 vars~523 t=625s status=OPTIMAL obj_int=2997108
[r24300] best=33338.1840 gains=0 vars~541 t=626s status=OPTIMAL obj_int=3035363
[r24310] best=33338.1840 gains=0 vars~527 t=626s status=OPTIMAL obj_int=2959194
[r24320] best=33338.1840 gains=0 vars~540 t=626s status=OPTIMAL obj_int=3030635
[r24330] best=33338.1840 gains=0 vars~538 t=626s status=OPTIMAL obj_int=3046017
[r24340] best=33338.1840 gains=0 vars~531 t=627s status=OPTIMAL obj_int=2961625
[r24350] best=33338.1840 gains=0 vars~536 t=627s status=OPTIMAL obj_int=2983055
[r24360] best=33338.1840 gains=0 vars~512 t=627s status=OPTIMAL obj_int=2965011
[r24370] best=33338.1840 gains=0 vars~525 t=627s status=OPTIMAL obj_int=3055789
[r24380] best=33338.1840 gains=0 vars~542 t=628s status=OPTIMAL obj_int=2976171
[r24390] best=33338.1840 gains=0 vars~529 t=628s status=OPTIMAL obj_int=3007801
[r24400] best=33338.1840 gains=0 vars~524 t=628s status=OPTIMAL obj_int=2978925
[r24410] best=33338.1840 gains=0 vars~528 t=628s status=OPTIMAL obj_int=2978620
[r24420] best=33338.1840 gains=0 vars~537 t=628s status=OPTIMAL obj_int=2995142
[r24430] best=33338.1840 gains=0 vars~528 t=629s status=OPTIMAL obj_int=2978412
[r24440] best=33338.1840 gains=0 vars~531 t=629s status=OPTIMAL obj_int=2992016
[r24450] best=33338.1840 gains=0 vars~528 t=629s status=OPTIMAL obj_int=2983016
[r24460] best=33338.1840 gains=0 vars~523 t=629s status=OPTIMAL obj_int=2996945
[r24470] best=33338.1840 gains=0 vars~523 t=630s status=OPTIMAL obj_int=3036158
[r24480] best=33338.1840 gains=0 vars~523 t=630s status=OPTIMAL obj_int=2998940
[r24490] best=33338.1840 gains=0 vars~519 t=630s status=OPTIMAL obj_int=2953219
[r24500] best=33338.1840 gains=0 vars~544 t=630s status=OPTIMAL obj_int=3045635
[r24510] best=33338.1840 gains=0 vars~513 t=631s status=OPTIMAL obj_int=3021143
[r24520] best=33338.1840 gains=0 vars~502 t=631s status=OPTIMAL obj_int=3009198
[r24530] best=33338.1840 gains=0 vars~524 t=631s status=OPTIMAL obj_int=3030854
[r24540] best=33338.1840 gains=0 vars~529 t=631s status=OPTIMAL obj_int=3053578
[r24550] best=33338.1840 gains=0 vars~511 t=632s status=OPTIMAL obj_int=2923837
[r24560] best=33338.1840 gains=0 vars~523 t=632s status=OPTIMAL obj_int=2931820
